Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2018,616019120,34421,76221,107567,49773,98519,68950,96083,63383,89850,81374,73254,70121,72315,43027,67671,60455,98255,45028,70118,60105,84067,57987,97040,68236
2013,616024510,34094,89497,66199,30504,34682,55340,62565,59665,106545,63927,102283,89646,95122,42618,43769,49178,66751,63927,68188,55403,66532,61316,92530,51141
2014,616024510,32819,86150,85049,30415,36616,47441,71388,57433,102560,61536,98457,55553,91586,41024,38530,48749,59609,61536,65638,53331,64239,75726,87102,49228
2015,616024510,25103,81888,46029,30327,42295,42074,48251,43930,78447,47068,75309,47416,79704,31379,42741,37097,57847,47068,42895,72352,61946,71489,81674,37654
2016,616024510,15961,65261,72184,30239,33056,36707,41451,43530,77732,46639,74623,53529,74367,31093,35541,35357,48628,46639,58727,72352,59653,67252,76247,29998
2017,616024510,17339,48635,55973,25757,36106,31340,40699,38449,90688,41196,65913,54876,79737,27464,37042,30149,42624,41196,58727,72352,51583,63015,75547,32951
2018,616024510,16953,48635,46053,22287,26353,31340,36695,29670,73450,31789,50863,41948,65013,21193,23557,25476,30076,31789,58727,72352,25456,58779,75547,32951
2013,616037210,37890,69335,118407,53944,60771,56835,98750,80802,118407,71044,113671,60717,113671,47363,81830,47841,62891,71044,75780,61571,80517,66308,123143,56835
2014,616037210,47243,87505,147635,66509,79017,78139,98987,81647,147635,88581,141729,76992,141729,59054,87988,69864,62891,88581,94486,76770,100391,82675,153540,70864
2015,616037210,55231,87505,172597,72567,97263,96764,99224,82493,172597,103558,165693,95708,165693,69039,88718,86242,62891,103558,110462,89750,117366,96654,179501,82846
2016,616037210,41146,87505,201430,78626,99149,83030,99461,83339,201430,120858,193372,95132,193372,80572,92723,90700,62891,120858,128915,104743,136972,88035,209487,96686
2017,616037210,42747,87505,102392,91116,97790,95602,99699,83339,219300,131580,210528,95132,210528,87720,106094,90700,62891,131580,140352,114036,149124,88035,228072,68123
2018,616037210,36316,87505,102392,91662,87759,95602,93085,83339,199247,119548,191277,95132,191277,79699,93903,90700,62891,119548,127518,103608,135488,88035,207217,68123
2013,616061210,13820,110119,66632,46410,71492,68356,110362,24185,61962,78536,110499,41287,60554,17275,25446,23546,34997,25730,32596,22457,28440,21347,78468,20730
2014,616061210,23376,93254,65206,67765,63200,36899,47310,54210,48727,48718,100123,45054,61106,29221,33964,34479,45703,28408,45857,34521,34759,32577,50587,35065
2015,616061210,23851,43696,94558,32934,93539,36501,51483,55334,71617,73704,89747,39960,79307,29814,39383,35691,53953,31086,56421,42502,55452,63489,55081,35776
2016,616061210,22832,43696,94558,85731,91360,36501,51483,56459,83531,73704,90199,43152,97508,41311,49817,44693,66054,64492,66985,50483,66498,53612,71925,46808
2017,616061210,26964,43696,94558,80329,93658,36501,51483,72891,95445,73704,90651,75199,87969,38225,52981,42998,84603,45394,65072,50483,68668,43735,81372,44754
2018,616061210,28041,43696,94558,74928,93442,36501,51483,72891,95445,73704,90651,60513,87969,43963,51675,53140,92698,45394,84687,50483,52500,94488,90820,42701
2013,616061220,27428,71998,85712,62508,44195,34812,56229,47999,85712,51427,82284,64265,87642,34285,39550,34939,72249,51427,54856,44570,58284,47999,89141,41142
2014,616061220,27762,72876,85138,62508,82481,43374,56611,48584,86757,52054,83287,49465,82854,34703,46038,40334,55728,52054,55524,45113,49080,48584,61307,41643
2015,616061220,31522,54259,85138,62508,82481,45382,66044,70136,98507,59104,94567,51494,97230,39403,51229,42981,67651,59104,64432,44889,61055,55164,59405,47283
2016,616061220,44416,54259,85138,62508,82481,45382,66044,70136,138800,83280,133248,62482,97230,55520,71072,62893,81456,80494,71912,53461,74111,77728,59405,58100
2017,616061220,39170,54259,85138,62508,82481,45382,66044,70136,122407,73444,117511,89763,97230,48963,91248,65468,104992,89318,91600,62033,81981,68548,59405,63679
2018,616061220,46245,54259,85138,62508,82481,45382,66044,70136,144517,86710,138736,95635,97230,57807,85751,61010,97504,98142,97507,60795,89852,80929,59405,63679
2013,617519110,9977,26191,80839,14661,24962,22968,41502,17460,31180,75014,77214,21355,49198,12472,15266,13886,19818,18708,30690,17313,21202,17460,32427,14966
2014,617519110,11698,52563,31225,13175,18958,18414,27169,20472,36557,49069,48748,18262,41830,14623,17124,18312,21694,16109,24546,16074,24859,20472,45010,17547
2015,617519110,9147,25014,35288,17112,24382,16510,29815,16369,28172,42973,48240,18721,43185,11434,15067,13054,19391,16109,21780,14835,28556,16007,79103,13720
2016,617519110,9486,29438,37076,15508,16632,14606,32437,22675,33949,36878,32857,16654,28550,13253,15932,17208,17036,16109,19015,13443,16818,18554,18108,15903
2017,617519110,5256,33862,24724,9909,16739,12702,18167,27712,39727,31155,11985,23812,18520,9597,11577,10097,14377,16109,19015,12052,16818,13435,18108,11516
2018,617519110,5525,23577,40372,5720,12658,10799,17445,27712,39727,25432,48576,22804,24583,8018,11318,8878,15190,16109,19015,12052,16818,11225,18108,12862
2013,617524510,12047,52433,41010,15677,9492,20803,18358,21082,49306,105333,101367,37553,41676,15059,11232,21408,17636,33646,37578,19576,22663,35376,53389,18070
2014,617524510,10342,44900,19230,12787,12271,14934,14298,54383,36268,73118,83024,29873,38506,12928,12222,15458,17487,33815,23134,16806,34938,41132,27015,15513
2015,617524510,7622,12960,19188,11202,8456,12563,15750,45145,72110,40903,78803,20085,30158,9528,10363,12190,13472,33984,21810,12386,16184,34390,16003,11433
2016,617524510,4419,14675,22525,7016,7811,9893,10303,35908,48883,39928,84003,19800,30568,7470,8427,8663,11375,20953,25040,18244,15774,15651,13627,8569
2017,617524510,3967,17058,31574,6184,5596,6641,8044,26670,31979,78627,62129,22720,27282,4303,4657,5557,7206,7923,10049,18244,13805,11118,20666,6501
2018,617524510,2498,18915,23366,4476,3952,4523,6121,17433,14390,87765,74010,12272,15605,3313,3250,4174,4403,7644,10049,18244,10955,6585,11234,4966
2013,617524520,18225,47842,47838,18329,13620,27338,19872,53735,76688,34173,54676,61759,63440,22782,15794,24090,23122,34173,36451,29616,29706,31894,76688,27338
2014,617524520,12668,51091,38771,14658,14861,19002,19565,53735,50171,23752,84323,37779,44043,15835,16035,18738,18500,23752,25336,20163,36118,22169,76688,19002
2015,617524520,9444,44906,34557,13713,11232,14649,18946,53735,77316,65154,84247,20195,47328,11805,11824,12767,14436,17707,23597,16644,20373,16527,76688,14166
2016,617524520,7235,38721,30830,8513,9953,11978,13850,53735,60870,72581,84171,19554,34016,9044,10376,10626,12653,13566,17458,13125,19438,12661,76688,10852
2017,617524520,4558,32536,37776,6770,7290,7473,8755,53735,36203,78074,64572,21156,30257,5698,6842,6096,8481,8547,11319,9606,16977,7977,76688,6837
2018,617524520,2804,26352,24494,4569,5443,4972,7713,53735,36203,78074,74046,15122,19416,3506,4017,4642,5622,5259,5181,9606,16977,4908,76688,4207
2013,617524610,17075,44822,68613,22810,18510,24325,35411,29881,53360,32016,51225,49188,72429,21344,19789,27859,40183,32016,34150,52090,25507,29881,55494,25612
2014,617524610,15808,41498,52928,21848,20101,22590,31848,27665,49402,29641,47426,56465,53272,19761,25269,21360,37338,29641,31617,43363,25194,46733,28511,23713
2015,617524610,10748,28215,48783,11675,16371,17413,23904,18810,33590,20154,32246,29690,52637,13436,17227,15965,24319,20154,21497,34636,24881,35623,59663,16123
2016,617524610,8266,22858,41242,11148,11140,12236,16077,15238,27212,16327,26124,26781,46635,10885,11963,12070,13675,16327,17416,18076,24569,24513,37308,13426
2017,617524610,6340,15481,40783,6399,7678,7059,8916,10320,18430,11058,93734,24170,32604,7372,8694,9232,10661,11058,11795,15296,18029,13403,31591,13426
2018,617524610,3135,11079,35720,5942,6370,7493,8488,20170,16480,7914,93734,18104,26679,5276,5146,5856,6967,7914,8441,12516,11489,13403,25874,13426
2013,617537210,13262,45690,34923,15745,12911,24152,24008,23209,41445,81455,101694,42373,46584,16578,16930,19607,30909,24867,59675,28579,35047,34233,43725,19893
2014,617537210,15072,55914,48344,24286,18395,26471,29954,49930,79199,81455,101694,54385,67773,18840,22431,20298,34401,41681,40025,29224,47095,31555,33738,22608
2015,617537210,14020,53953,49810,14905,18205,23744,20848,33993,67849,81455,101694,37548,58334,17526,21595,19941,26845,39007,34947,29870,33543,28877,23751,21031
2016,617537210,8746,51992,45871,19619,18015,19990,34382,46323,87117,81455,101694,34726,53640,15637,18429,17395,28735,36334,29869,29870,26434,26199,26632,14349
2017,617537210,8107,42421,33338,12788,11847,13906,16654,33117,89724,81455,101694,32875,55152,10945,12343,14026,19953,33661,13055,29870,26572,26386,17283,16046
2018,617537210,6694,30653,63572,9658,9020,12927,15585,33117,43048,81455,101694,29350,38204,8654,8844,11054,11528,30988,17545,29870,22778,26573,21970,8957
2013,617537220,17600,86688,93180,24347,20792,30398,35059,30799,55000,33000,52800,44571,92398,22000,23027,26528,52364,33000,35200,28600,37400,30799,57200,26400
2014,617537220,17586,77788,66026,25027,29435,27635,40394,30776,54957,32974,52759,48983,76286,21983,32780,26275,44343,32974,49186,28791,37371,46258,81559,26379
2015,617537220,18404,68888,62265,23833,23181,28308,50663,32206,57512,34507,55212,46895,73848,23005,25070,23794,33025,51933,44741,35479,39108,52890,57916,27606
2016,617537220,15632,59989,58505,22687,20695,23065,34412,27357,48852,29311,46898,40972,70853,19541,21609,20769,35839,51933,40297,30774,37905,38401,34273,19437
2017,617537220,10667,59989,73699,13599,13069,14200,22542,18667,33335,20001,32001,33732,63199,13334,13677,15009,20816,51933,35853,26069,31469,23913,23475,19437
2018,617537220,7220,59989,64099,11740,9712,13993,17041,45350,63063,13537,21660,29610,41273,9025,10333,11377,16205,51933,35853,26734,25034,23913,29603,19437
2013,617561210,4397,32145,40057,23876,9622,30331,18765,8636,29188,56415,40404,20187,30482,5497,5114,7355,9332,8245,17917,7146,18772,19904,19110,6596
2014,617561210,6152,23090,27573,32861,18914,40559,26057,22155,39086,56835,28925,19924,23980,7690,8555,9155,13271,21043,16955,9997,13317,18793,18135,9228
2015,617561210,6120,39051,80694,13610,14461,22908,22004,13841,22996,49934,54143,14318,24462,7651,7833,8434,9851,11237,15993,16116,15548,17683,11219,9181
2016,617561210,4779,55012,34398,15897,11470,16989,18640,25230,37010,54906,49358,23287,21546,7754,9065,9263,11580,15005,13542,10926,10801,16572,34935,9304
2017,617561210,4103,34434,42212,8675,6981,15304,11719,15507,32065,50539,71931,21871,22510,5214,4749,6497,7050,12851,11091,8948,8171,15462,24920,10510
2018,617561210,4336,30400,60599,12696,10573,20744,14154,15507,20583,91805,81459,19085,21499,5331,5042,6464,7872,9211,8641,8948,8642,14352,14906,6134
2013,617561220,5129,49875,53894,27865,18505,36985,26866,8976,72607,62633,45123,23614,35910,6412,6750,7968,12856,9618,22092,8335,10900,8976,16671,7694
2014,617561220,8140,44187,30101,26196,20592,47220,30035,14245,24935,67304,60912,22017,36113,10175,9764,10449,15199,15262,13365,11862,17297,14534,26455,12210
2015,617561220,6328,51829,54665,17774,17507,24116,25806,11075,38314,71976,67905,16187,28086,7911,9721,11504,11676,11866,11387,11226,13448,26615,20568,9493
2016,617561220,7603,59472,65439,22227,17419,22726,25234,13305,51694,71976,85847,26149,23876,9504,10323,9559,12319,20293,9409,10591,14052,26615,24232,12921
2017,617561220,5353,48236,29581,9830,10680,21849,12345,9368,44020,71976,90156,24909,27627,6692,6298,9648,9802,20293,7431,9956,8426,26615,23801,19657
2018,617561220,4668,48236,61555,15541,11745,24308,19612,21783,31252,71976,94466,20589,23487,5836,5788,7207,8587,20293,9926,9321,13629,26615,17187,8220
2013,617708210,12329,32365,30143,12964,23676,26479,38522,21576,54447,57050,67515,22863,67644,15412,28178,22822,58381,39991,24659,35877,35877,21576,40071,18494
2014,617708210,17688,46433,85173,11939,25321,23797,40848,30955,60592,65534,61387,26578,92655,22111,29541,30827,44075,46896,35377,35877,48152,30955,59223,26533
2015,617708210,16443,50957,62315,17516,20182,21705,34974,28775,66737,73738,69256,22050,80719,20554,27033,28069,39451,53801,32886,35877,29205,28775,49059,24664
2016,617708210,22132,50957,39457,21080,15044,26514,30111,30766,66737,81943,77126,24123,68784,21976,22753,27595,41032,60707,80691,35877,62529,55840,61994,26371
2017,617708210,20311,50957,23972,10258,17560,12064,32661,31273,66737,55880,84996,31665,53182,22338,28862,29073,44332,67612,60487,35877,35097,55840,74930,26805
2018,617708210,18585,50957,75945,13492,25106,20737,42563,28085,66737,29817,84996,31547,86621,20061,34353,28679,51292,74518,40283,35877,89103,55840,74930,24073
2013,617719110,4425,34071,48956,11274,20350,16536,21661,12192,15594,40244,30731,12067,25788,5532,7682,7652,12587,6813,9772,10893,11057,7744,42893,6638
2014,617719110,5642,11261,44292,10423,13959,14103,21667,11448,23333,31189,37804,17273,40160,7053,9997,8689,16654,12457,10819,11225,18766,9874,16802,8463
2015,617719110,6665,14307,68727,13013,22111,14822,26293,8455,29928,18815,50596,15698,45829,8332,12893,8950,17584,9580,16778,11557,14141,11664,14484,9998
2016,617719110,7479,25842,41487,14604,18893,20731,26804,15617,19772,16205,36872,15220,42356,10459,15129,11632,18149,10000,15218,11889,17273,14642,41823,12550
2017,617719110,6882,18659,42776,12638,22913,15200,23967,22780,37079,34442,40432,22837,35486,10120,13302,10769,17026,10420,17789,17990,19389,14168,17611,12964
2018,617719110,17944,37979,87115,23857,49098,28127,85700,29943,37079,62202,61506,28803,83520,18290,33105,24512,50784,10420,36058,24092,46796,25606,74546,29932
2013,617719120,6114,16050,66067,17035,23686,19806,28695,10700,19107,62780,73924,19945,56297,7643,11799,7798,12783,11464,12228,9935,20750,25254,44413,9171
2014,617719120,7270,25444,57158,12281,18410,14916,31852,12723,22720,34815,42258,20367,52486,9088,13718,9150,19285,13632,14540,17127,20278,22277,31340,10905
2015,617719120,7537,27519,74667,16830,27546,18161,35196,13190,44387,21537,55164,15774,47112,9422,14678,10040,18713,14133,17612,17522,19806,19300,37813,11306
2016,617719120,9840,29594,49169,20164,23955,21406,33615,15229,45481,37260,40323,15394,46592,12300,18409,12577,20696,18450,20700,17918,19334,21029,44287,14760
2017,617719120,9128,31670,51115,15208,27407,17036,30101,24671,45481,52983,59916,24057,40261,11410,19611,12316,24487,17115,23789,16329,19334,22758,50761,13692
2018,617719120,18357,31670,51115,30743,59629,32058,96493,24671,45481,68707,88982,30821,86234,22947,44710,25320,53443,34420,53316,16329,19334,24488,50761,27536
2013,617724510,4178,16591,33048,7669,9745,9495,13683,7312,36491,50575,91940,21810,50437,5223,7837,7164,13062,7834,18706,14368,11303,7312,39804,6267
2014,617724510,4018,20458,42386,4203,9440,5931,17050,23443,41736,82815,90912,15147,40890,5023,8172,6389,13738,7534,20283,12704,25268,12765,25348,6027
2015,617724510,3591,13985,54851,6323,8743,6768,12033,21378,74580,51418,86839,13026,28974,4489,7633,5615,9559,6733,15965,11041,19510,14954,11417,5386
2016,617724510,4110,21987,23332,6494,7600,7605,12008,19314,16951,54514,66358,17194,27796,5181,6605,6032,9604,7771,11648,9722,21545,17143,28695,6217
2017,617724510,3525,23871,37854,4470,6663,8840,9316,17250,40498,37243,66539,11733,33256,4385,5935,5471,8037,6577,13326,8403,16929,11069,14890,5262
2018,617724510,7300,22175,44394,7695,13045,8684,16529,16682,67130,22068,66539,19117,42271,7333,8333,9343,14595,10251,15004,18376,26901,11069,24755,7999
2013,617724610,7386,16941,59202,9266,15327,14352,29770,12926,60699,109414,22159,28043,81757,9233,16317,13864,33067,13849,23502,12002,38040,31837,71700,11079
2014,617724610,8460,26638,67010,11421,21315,17045,29580,30778,56018,92550,25382,25981,67397,10576,18311,11943,31933,15864,20452,13748,54401,17886,41413,12691
2015,617724610,7688,17148,82277,8212,16345,14244,23881,31006,51337,66040,90350,16755,82056,9611,16199,10527,25940,33136,17403,12494,38215,16630,84439,11533
2016,617724610,7435,24435,55624,9639,11900,12404,16804,31234,63859,78837,24556,22620,47037,9621,12241,11072,13957,24757,21296,10635,33048,15375,34868,9958
2017,617724610,7097,34616,44647,8557,11266,9348,13614,31462,53394,81678,72308,26120,46861,8326,10385,9478,14899,16379,25189,10635,18982,14120,38064,8841
2018,617724610,12865,42118,95280,12883,21390,13227,30178,31690,53394,81678,72308,26449,95226,10742,21022,12076,29512,12725,29083,10635,47332,14120,58149,8841
2013,617737210,4904,21990,62521,8216,15348,10161,21852,25287,98168,29664,93670,22179,54701,6131,12728,7727,19827,9196,21165,7753,25089,17082,34921,7357
2014,617737210,7258,26691,64483,8685,17276,14897,30120,23984,92773,89966,81441,14909,71924,9073,19302,11679,31479,15679,27435,16462,37952,19964,33271,10887
2015,617737210,8969,18859,80042,12046,21811,15236,35732,31501,85269,68047,69213,20791,87092,11212,22037,14471,36695,19045,27478,19455,26334,22847,31622,13454
2016,617737210,8968,29239,77273,15233,18293,16901,33395,18698,77765,70075,56985,20594,92036,13643,20273,14830,31170,22411,28308,17547,41926,25991,46476,13181
2017,617737210,8331,43657,47110,12546,17065,14804,26771,20842,70261,73728,99456,28909,79844,11465,18049,13220,26251,28210,34821,17729,53121,43652,23328,13863
2018,617737210,19206,53727,66829,27119,43607,39739,71228,20842,70261,77381,99456,49381,79844,25273,49888,29452,77535,34009,59738,45406,92136,61314,98375,14952
2013,617737220,7013,18410,77131,11912,17881,15532,38863,35856,21917,111550,21040,25076,93955,8767,15932,15932,35239,16636,30439,11397,14903,12273,22794,10520
2014,617737220,9392,40661,78525,10168,20408,17425,36507,39260,29350,71659,28176,20056,86278,11740,24025,12646,34925,16636,30547,20585,48091,36694,30524,14088
2015,617737220,10390,51223,69866,13551,25115,19712,42648,42664,32470,78077,31171,24282,97541,12988,25456,14862,42834,16636,33454,20909,31689,34701,33768,15585
2016,617737220,12488,61785,61208,17520,21965,21999,34580,46069,39025,78077,37464,24617,93881,15610,22263,16423,35106,16636,36362,21233,47021,32708,40586,18732
2017,617737220,9810,72347,89828,15274,20549,18556,28518,46069,30657,78077,29431,31209,101621,12263,21542,13905,28768,16636,39270,21557,62353,30715,35263,18112
2018,617737220,21577,82910,89828,34761,59849,44380,67444,46069,67430,78077,64732,33947,101621,26972,64338,32169,97403,16636,78153,55243,62353,30715,73241,18112
2013,617750710,9546,29334,39118,11064,18943,18838,87688,16706,29832,53622,67422,25137,89877,11933,18194,14662,33819,17899,19092,15512,41448,16706,70608,14319
2014,617750710,8368,18009,65374,11968,23800,14953,35667,21409,64113,35699,67787,10501,91938,10460,16946,11878,24067,15690,16736,13598,35758,14643,45680,12552
2015,617750710,7849,17132,91630,14478,17941,19584,43210,21409,59753,50825,68152,11849,79257,9812,18925,10631,21371,14718,32838,16674,30068,14469,47413,11774
2016,617750710,8343,28722,50917,17543,20965,18779,25838,21409,55393,65952,68518,17691,56485,13268,17582,14263,21648,19902,29459,16674,58877,15638,49146,20229
2017,617750710,9314,29565,38477,12726,15100,19745,36976,21409,55393,81079,66715,17412,42672,12409,15680,14587,26761,18613,26080,16674,49643,16807,24785,18750
2018,617750710,16677,29565,55239,20843,32850,22936,44931,21409,55393,81079,74813,36159,78620,17065,33642,18831,47737,43723,26080,16674,40410,17977,58721,17271
2013,617760610,8357,21938,76252,16525,36425,34960,17759,14625,26117,90445,25072,39691,61121,10447,13927,12663,17759,15670,44467,23949,17759,39887,27162,12536
2014,617760610,12277,32228,70974,32711,33689,45270,60789,21485,38367,93016,36832,21057,70713,15347,16719,17254,24015,15572,87151,38601,49656,21250,49670,18416
2015,617760610,13109,34412,91898,17817,73717,57510,88119,18014,40967,95588,39328,27847,80486,16387,24186,19905,51244,46456,63843,53253,60766,40463,97461,19664
2016,617760610,15590,41790,74755,23221,53035,30011,90624,40075,49750,98160,47760,38906,64959,19900,30762,22814,33193,77340,40536,67905,34624,59676,97461,23880
2017,617760610,18558,40210,63444,34945,47876,30011,59409,62137,47870,98160,85639,30292,83697,19148,30367,22384,58304,29152,58201,82557,67355,59676,97461,22977
2018,617760610,29213,84537,63444,95113,43290,30011,59409,62137,100640,98160,85639,52772,83697,40256,74449,51729,97966,29152,75866,97210,67355,59676,97461,48307
2013,617761210,2688,26664,54068,10341,9420,16445,19743,3572,21989,28938,36777,9786,20436,3361,4286,4274,6124,3786,5176,5627,7082,7301,14806,4033
2014,617761210,3496,26725,54628,9623,14444,15522,20351,9109,21506,41012,35329,8535,26376,4371,6026,5084,8761,5722,10401,7365,11248,4697,10059,5245
2015,617761210,3849,25454,77601,15109,15669,15846,25872,10760,26197,37037,61813,11324,24697,4812,7136,6536,9752,7495,9407,8667,11262,7538,13377,5774
2016,617761210,5111,29863,39068,20169,17561,22010,34342,8859,32279,43780,76043,14325,24831,7379,9508,7907,11876,8858,10760,10009,16695,10379,22977,8644
2017,617761210,5358,32023,51963,13765,16704,20174,22919,19020,34845,47119,90943,16935,34520,6567,7484,8357,11456,10222,18395,10944,25561,9396,30754,11826
2018,617761210,13566,32023,51963,65166,59224,83455,22919,26394,87151,93261,95168,32963,97363,13918,25595,18943,45197,28004,62380,28823,77607,15189,30754,6561
2013,617761220,2928,7686,25476,14516,20225,21703,26105,5124,9150,92496,98617,15178,28371,3660,5576,5031,8140,12483,5856,4758,11441,5124,23297,4392
2014,617761220,4636,45294,67968,14467,19994,27223,30522,8112,24011,53891,57109,12161,43615,5795,7726,7055,12715,10990,9272,13603,11787,8112,25570,6954
2015,617761220,4771,24757,81790,16352,18491,24888,25805,8349,43672,50821,80320,12001,29469,5964,7774,6679,10213,9498,13642,13890,12133,8349,27844,7156
2016,617761220,6704,24757,100706,21178,20554,22554,34611,11733,43672,47751,92395,15301,33891,8381,10064,9497,12801,9498,32584,14177,19406,11733,30117,10057
2017,617761220,5754,24757,55094,15966,17753,20307,24767,10070,43672,64409,98227,20785,41972,7193,9352,8616,12444,9498,51526,14465,26680,10070,32391,8631
2018,617761220,13544,24757,55094,63375,91168,20307,24767,37965,43672,76768,98227,20309,41972,16931,28745,19439,47703,9498,70468,39125,78654,23703,32391,20317
2013,617824510,8752,49287,63097,12011,14786,19523,24369,32408,68263,94872,26258,26392,74085,10941,15509,12729,24843,16411,32594,18922,29286,37937,57776,13129
2014,617824510,8785,33059,63979,12997,14912,16611,23879,28324,51512,95921,26356,30168,70285,10982,15461,13973,24745,16473,29768,30575,31844,31453,51016,13178
2015,617824510,9535,26058,64526,11693,13770,15555,25478,28211,80426,96970,28605,30347,70003,11919,14146,13450,21160,17878,15990,23626,38850,24970,51299,14302
2016,617824510,8222,24902,47869,11322,13119,13301,17701,29248,92437,95168,88666,22661,49949,11453,13771,12985,16821,23214,28760,19685,45700,20027,31860,14747
2017,617824510,8313,37636,48895,10322,11726,13151,17208,33024,105815,95168,88666,25247,50607,9853,11912,11681,14541,11928,13941,11178,21190,15084,27039,17755
2018,617824510,14987,44289,74996,19062,19798,25157,28020,47087,38587,95168,88666,35883,74616,16708,20355,19569,30736,21940,21564,22330,39826,44101,58444,19094
2013,617824520,10432,27386,76965,15163,18224,21062,27801,42970,106964,19561,31298,106964,98149,13041,18096,14019,33041,19561,20865,16953,22169,18257,33906,15649
2014,617824520,11157,45394,65994,13527,16440,18685,26094,40936,96596,20920,33472,37744,81826,13947,17585,15760,25891,33194,22315,18131,56875,29251,62315,16736
2015,617824520,10408,41653,63759,13002,15463,17891,25967,38903,86228,96970,31226,27602,71210,13011,16078,13621,22546,33194,20817,16914,52119,30619,84831,15613
2016,617824520,9692,37913,50122,12114,14335,13969,20127,36869,86228,96970,35762,26451,51775,12116,14497,13203,18386,33194,19385,15750,47364,37661,41985,14539
2017,617824520,8041,37913,44523,10446,12382,19922,17720,34836,86228,96970,35762,26123,53003,10052,12703,12269,15498,33194,16083,13067,22660,44703,41985,18094
2018,617824520,14119,37913,75261,19699,22759,25875,33090,34836,86228,96970,35762,37822,78560,17649,23425,19973,32801,33194,41370,24016,44949,51745,41985,18094
2013,617824610,13883,46943,82640,19058,20478,25565,35791,71494,43385,26031,41649,51089,86877,17354,21364,23974,45544,26031,27766,27544,29501,24295,92629,20824
2014,617824610,15019,47111,76251,16959,26758,23461,38068,56007,46935,93356,45057,54858,88476,18774,27825,21462,44266,28161,28982,55979,60002,40292,66531,22528
2015,617824610,11317,47279,96287,13532,22195,18107,33222,40521,35367,93356,33952,38558,92298,14147,23295,16191,32522,21220,44801,38780,42922,33845,65278,16976
2016,617824610,10032,41113,72416,15362,16891,16147,21158,39230,37942,93356,30288,31198,83122,15177,17460,16401,19881,37609,29686,21582,50118,27399,64025,16881
2017,617824610,9979,54757,70632,11931,15776,16680,21537,53466,31065,93356,30288,33085,72026,12426,16377,13803,22042,37609,23748,17313,42964,21440,55884,21990
2018,617824610,18029,41862,96835,23986,31351,26089,38325,67702,53092,93356,30288,48893,95451,21237,32213,25747,40190,37609,53270,17313,72794,21440,80133,27100
2013,617837210,9430,38729,92922,15211,22839,16340,45062,27430,29470,17682,28291,36115,107792,11788,23575,15557,52723,23011,51661,12183,35479,24410,62305,14145
2014,617837210,16335,54770,90127,19041,32801,23783,48931,48203,51047,30628,49005,43431,82033,20419,36914,27813,58927,32376,47190,24064,73895,37170,76782,24502
2015,617837210,15730,59770,87333,19077,32584,24957,53121,30872,49157,29494,72152,49745,87911,19663,36128,22435,65783,36178,37268,43105,77174,25278,91259,23595
2016,617837210,16967,40136,84538,27035,30024,28867,44746,78758,64410,38646,72152,42406,98861,25764,31676,29687,51973,32982,39755,46457,54792,33503,96113,26077
2017,617837210,16361,93092,81744,20471,34132,24279,48802,78758,52405,31443,72152,65415,105590,20962,35400,26019,54250,21681,56728,30737,85726,27666,96520,21699
2018,617837210,36561,93092,81744,54672,85460,90323,95520,78758,173742,104245,72152,77086,105590,69497,98272,83863,54250,85491,56728,95119,85726,27666,96520,47650
2013,617837220,10798,38904,33745,17001,25652,16197,54409,18897,33745,20247,32395,42562,48085,13498,26927,21719,75817,20247,58683,17547,22946,18897,35094,16197
2014,617837220,17872,43325,55850,23347,37579,26808,61846,31275,55850,33510,53616,48917,48085,22340,40291,27889,69647,33510,58683,29042,37978,31275,58084,26808
2015,617837220,17695,47746,55297,22238,42340,26486,75323,30966,55297,33178,53085,48532,48085,22119,45747,25741,80520,42883,58683,28754,78492,30966,89598,26542
2016,617837220,23270,52167,72720,28737,35695,27961,40226,40723,72720,43632,69811,43773,48085,29088,34991,29888,54861,42883,58683,37814,70153,40723,89598,34905
2017,617837220,17464,96026,54577,21589,44071,29437,55306,30563,54577,32746,52394,68869,48085,21831,41166,28649,56692,42883,58683,43483,70153,30563,89598,26197
2018,617837220,57499,96026,179685,76508,76425,29437,55306,100623,179685,107811,172497,68869,48085,71874,41166,28649,56692,42883,58683,43483,70153,100623,89598,86248
2013,617861210,3643,42123,88377,18090,16123,22851,28505,6375,34883,46100,65420,20860,29001,4554,6818,5496,8635,9338,15048,8468,12730,6375,23041,5464
2014,617861210,5972,53117,67849,19918,26717,27452,32877,10349,49461,57238,64716,22662,36423,7465,9836,10422,12718,9884,15456,11420,20431,15950,31182,8958
2015,617861210,6970,46813,48632,21746,26513,23526,33835,19151,51056,45932,92781,18274,43011,8713,10595,9922,15411,10431,14021,13908,16461,16910,38663,10455
2016,617861210,8421,46927,90125,29378,29076,34248,49074,36897,64573,67049,77440,25804,49680,11988,14254,12992,17206,10977,20426,19617,25116,16265,37574,13803
2017,617861210,8383,53011,78053,22195,27228,34248,37747,33760,78962,47613,77440,26648,67599,10513,13106,11634,19472,11524,28695,18370,32939,16103,25676,15240
2018,617861210,21223,53011,78053,22195,83273,34248,37747,45500,78962,28178,77440,41709,91396,25899,39633,28709,69741,28910,69441,40921,75948,16103,25676,27935
