Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2018,616019120,34421,90356,107567,49773,98519,51632,73145,63383,107567,64540,103264,70121,72315,43027,67671,60455,98255,45028,70118,55935,73145,60237,111870,68236
2013,616024510,34094,89497,66199,30504,34682,55340,62565,59665,106545,63927,102283,89646,95122,42618,43769,49178,66751,63927,68188,55403,66532,61316,92530,51141
2014,616024510,32819,86150,85049,45126,36616,47441,71388,57433,102560,61536,98457,55553,91586,41024,38530,48749,59609,61536,65638,53331,69740,75726,106662,49228
2015,616024510,25103,81888,46029,34516,42295,37654,48251,43930,78447,47068,75309,47416,79704,31379,42741,37097,57847,47068,42895,72352,53344,43930,81585,37654
2016,616024510,15961,65295,72184,30239,33056,37311,41451,43530,77732,46639,74623,53529,74367,31093,35541,35357,48628,46639,58727,40420,59653,43530,76247,29998
2017,616024510,17339,48635,55973,25757,36106,31340,40699,38449,90688,41196,65913,54876,79737,27464,37042,30149,42624,41196,43942,35703,51583,38449,75547,32951
2018,616024510,16953,44505,46053,22287,26353,25431,36695,29670,73450,31789,50863,41948,65013,21193,23557,25476,30076,31789,33908,27550,25456,58779,55101,25431
2013,616037210,37890,69335,118407,53944,60771,56835,98750,80802,118407,71044,113671,60717,113671,47363,81830,47841,62891,71044,75780,61571,80517,66308,123143,56835
2014,616037210,47243,87505,147635,66509,64959,78139,100391,82675,147635,88581,141729,76992,141729,59054,87988,69864,100391,88581,94486,76770,100391,82675,153540,70864
2015,616037210,55231,144981,172597,75942,97263,96764,117366,96654,172597,103558,165693,95708,165693,69039,88718,86242,117366,103558,110462,89750,117366,96654,179501,82846
2016,616037210,41146,169201,201430,78626,99149,83030,136972,83339,201430,120858,193372,95132,193372,80572,92723,90700,136972,120858,128915,104743,136972,88035,209487,96686
2017,616037210,42747,184212,102392,91116,97790,95602,99699,122807,219300,131580,210528,140352,210528,87720,106094,96492,149124,131580,140352,114036,149124,122807,228072,68123
2018,616037210,36316,167367,199247,91662,87759,95638,93085,111578,199247,119548,191277,127518,191277,79699,93903,87668,135488,119548,127518,103608,135488,111578,207217,95638
2013,616061210,13820,110119,66632,46410,71492,68356,110362,24185,61962,78536,110499,41287,60554,17275,25446,23546,34997,25730,32596,22457,28440,21347,78468,20730
2014,616061210,23376,93254,65206,67765,63200,36899,47310,54210,48727,48718,70130,45054,61106,29221,33964,34479,45703,43831,45857,34521,34759,32577,50587,35065
2015,616061210,23851,43696,94558,32934,93539,36501,51483,41739,71617,73704,89747,39960,71553,29814,39383,35691,53953,31086,47702,38758,55452,63489,55081,35776
2016,616061210,22832,86753,103277,85731,91360,49573,70228,56459,103277,61966,99146,43152,97508,41311,49817,44693,66054,64492,66985,50483,66498,57835,71925,46808
2017,616061210,26964,80272,95562,42047,93658,45870,64982,72891,95445,57337,90651,75199,87969,38225,52981,42998,84603,45394,65072,49692,68668,43735,99385,45870
2018,616061210,28041,92322,109907,74928,93442,52755,74737,61548,109907,65944,105511,60513,105511,43963,51675,53140,92698,65944,84687,57151,52500,94488,90820,42701
2013,616061220,27428,71998,85712,62508,44195,34812,56229,47999,85712,51427,82284,64265,87642,34285,39550,34939,72249,51427,54856,44570,58284,47999,89141,41142
2014,616061220,27762,72876,85138,38173,82481,43374,56611,48584,86757,52054,83287,49465,82854,34703,46038,40334,55728,52054,55524,45113,49080,48584,61307,41643
2015,616061220,31522,54259,98507,43343,43343,45382,66044,70136,98507,59104,94567,51494,97230,39403,51229,42981,67651,59104,64432,44889,61055,55164,59405,47283
2016,616061220,44416,116592,138800,61072,61072,66624,94384,77728,138800,83280,133248,62482,133248,55520,71072,62893,81456,80494,71912,72176,74111,77728,144352,58100
2017,616061220,39170,102822,122407,53859,53859,58755,83237,68548,122407,73444,117511,89763,117511,48963,91248,65468,104992,73444,91600,62033,83237,68548,127303,63679
2018,616061220,46245,121394,144517,63587,63587,69368,98271,80929,144517,86710,138736,95635,138736,57807,85751,61010,97504,98142,97507,60795,89852,80929,150298,69368
2013,617519110,9977,26191,80839,14661,24962,22968,41502,17460,31180,75014,77214,21355,49198,12472,15266,13886,19818,18708,30690,17313,21202,17460,32427,14966
2014,617519110,11698,52563,31225,13175,18958,18414,27169,20472,36557,49069,48748,18262,41830,14623,17124,18312,21694,16109,24546,19009,24859,20472,45010,17547
2015,617519110,9147,25014,35288,17112,24382,13720,29815,16369,28172,17151,48240,18721,43185,11434,15067,13054,19391,17151,18294,14835,28556,16007,79103,13720
2016,617519110,9486,27831,37076,15508,16632,15903,32437,22675,33132,36878,32857,16654,28550,13253,15932,17208,17036,19879,19015,17228,16818,18554,18108,15903
2017,617519110,5256,33862,24724,9909,16739,11516,18167,27712,39727,14395,11985,23812,18520,9597,11577,10097,14377,14395,15355,12052,16314,13435,24952,11516
2018,617519110,5525,23577,40372,5720,12658,10799,17445,11225,20045,25432,48576,22804,24583,8018,11318,8878,15190,12027,12828,10423,13630,11225,20846,12862
2013,617524510,12047,52433,41010,15677,9492,20803,18358,21082,49306,105333,101367,37553,41676,15059,11232,21408,17636,33646,37578,19576,22663,35376,53389,18070
2014,617524510,10342,44900,19230,12787,12271,14934,14298,54383,36268,19392,83024,29873,38506,12928,12222,15458,17487,19392,23134,16806,34938,41132,27015,15513
2015,617524510,7622,12960,19188,11202,8456,12563,15750,13339,72110,40903,78803,20085,30158,9528,10363,12190,13472,33984,21810,12386,16184,34390,16003,11433
2016,617524510,4419,14675,22525,7016,7811,9893,10303,10458,48883,39928,84003,19800,30568,7470,8427,8663,11375,11205,25040,18244,15774,15651,13627,8569
2017,617524510,3967,17058,31574,6184,5596,6641,8044,6024,31979,78627,62129,22720,27282,4303,4657,5557,7206,7923,10049,5593,13805,6024,20666,6501
2018,617524510,2498,18915,23366,4476,3952,4523,6121,17433,14390,87765,74010,12272,15605,3313,3250,4174,4403,7644,5300,4306,10955,6585,11234,4966
2013,617524520,18225,47842,47838,18329,13620,27338,19872,53735,76688,34173,54676,61759,63440,22782,15794,24090,23122,34173,36451,29616,29706,31894,76688,27338
2014,617524520,12668,51091,38771,14658,14861,19002,19565,22169,50171,23752,84323,37779,44043,15835,16035,18738,18500,23752,25336,20163,36118,22169,41171,19002
2015,617524520,9444,24790,34557,13713,11232,14649,18946,16527,77316,65154,28332,20195,47328,11805,11824,12767,14436,17707,23597,15346,20373,16527,30693,14166
2016,617524520,7235,18992,30830,8513,9953,11978,15374,12661,60870,72581,84171,19554,34016,9044,10376,10626,12653,13566,14470,11757,19438,12661,23514,10852
2017,617524520,4558,11965,37776,6770,7290,7473,8755,7977,36203,78074,64572,21156,30257,5698,6842,6096,8481,8547,9116,9606,16977,7977,14814,6837
2018,617524520,2804,26352,24494,4569,5443,4972,7713,4908,8765,5259,74046,15122,19416,3506,4017,4642,5622,5259,5181,4557,5960,4908,9115,4207
2013,617524610,17075,44822,68613,22810,18510,24325,35411,29881,53360,32016,51225,49188,72429,21344,19789,27859,40183,32016,34150,52090,25507,29881,55494,25612
2014,617524610,15808,41498,52928,21848,20101,22590,31848,27665,49402,29641,47426,56465,53272,19761,25269,21360,37338,29641,31617,25689,33593,46733,28511,23713
2015,617524610,10748,28215,48783,11675,16371,16123,23904,18810,33590,20154,32246,29690,52637,13436,17227,15965,24319,20154,21497,34636,22841,18810,59663,16123
2016,617524610,8266,22858,41242,11148,11140,13062,16077,15238,27212,16327,26124,26781,46635,10885,11963,12070,13675,16327,17416,18076,24569,15238,37308,13426
2017,617524610,6340,15481,40783,6399,7678,7059,8916,10320,18430,11058,93734,24170,32604,7372,8694,9232,10661,11058,11795,9583,12532,13403,19167,8846
2018,617524610,3135,11079,35720,5942,6370,7493,8488,20170,16480,7914,12662,18104,26679,5276,5146,5856,6967,7914,8441,12516,11489,7386,25874,6331
2013,617537210,13262,45690,34923,15745,12911,24152,24008,23209,41445,81455,101694,42373,46584,16578,16930,19607,30909,24867,59675,28579,35047,34233,43725,19893
2014,617537210,15072,55914,48344,24286,18395,26471,29954,49930,79199,28260,45216,54385,67773,18840,22431,20298,34401,41681,40025,24492,47095,26376,48984,22608
2015,617537210,14020,36804,49810,14905,19278,23744,20848,33993,67849,26289,42062,37548,58334,17526,21595,19941,26845,26289,28041,29870,33543,24536,23751,21031
2016,617537210,8746,51992,45871,19619,18015,19990,34382,46323,87117,23455,37528,34726,53640,15637,18429,17395,28735,23455,29869,20328,26434,26199,26632,14349
2017,617537210,8107,42421,33338,12788,11847,13906,16654,33117,89724,16417,26268,32875,55152,10945,12343,14026,19953,16417,13055,14228,26572,15322,17283,16046
2018,617537210,6694,30653,63572,9658,9020,12927,15585,12115,43048,12981,20769,29350,38204,8654,8844,11054,11528,30988,17545,11250,22778,26573,21970,8957
2013,617537220,17600,86688,93180,24347,20792,30398,35059,30799,55000,33000,52800,44571,92398,22000,23027,26528,52364,33000,35200,28600,37400,30799,57200,26400
2014,617537220,17586,46164,66026,25027,29435,27635,40394,30776,54957,32974,52759,48983,76286,21983,32780,26275,44343,32974,49186,28791,37371,46258,81559,26379
2015,617537220,18404,48310,57512,23833,23181,28308,50663,32206,57512,34507,55212,46895,73848,23005,25070,23794,33025,51933,36808,35479,39108,52890,59813,27606
2016,617537220,15632,59989,58505,22687,20695,23065,34412,27357,48852,29311,46898,40972,70853,19541,21609,20769,35839,29311,31265,25403,37905,27357,34273,19437
2017,617537220,10667,28001,73699,13599,13069,14200,22542,18667,33335,20001,32001,33732,63199,13334,13677,15009,20816,20001,35853,26069,22667,23913,23475,16000
2018,617537220,7220,18952,64099,11740,9712,13993,17041,45350,63063,13537,21660,29610,41273,9025,10333,11377,16205,13537,14440,26734,25034,12635,29603,10830
2013,617561210,4397,32145,40057,23876,9622,30331,18765,8636,29188,56415,40404,20187,30482,5497,5114,7355,9332,8245,17917,7146,18772,19904,19110,6596
2014,617561210,6152,23090,27573,32861,18914,40559,26057,22155,39086,56835,28925,19924,23980,7690,8555,9155,13271,21043,12304,9997,13317,10766,18135,9228
2015,617561210,6120,16067,80694,13610,14461,22908,22004,13841,22996,49934,54143,14318,24462,7651,7833,8434,9851,11237,15993,16116,15548,10711,11219,9181
2016,617561210,4779,55012,34398,15897,11470,16989,18640,25230,37010,54906,49358,23287,21546,7754,9065,9263,11580,15005,12406,10926,10801,10855,34935,9304
2017,617561210,4103,34434,42212,8675,6981,15304,11719,15507,32065,50539,71931,21871,22510,5214,4749,6497,7050,12851,8342,8948,8171,7299,13556,10510
2018,617561210,4336,30400,60599,12696,10573,20744,14154,7463,20583,91805,81459,19085,21499,5331,5042,6464,7872,9211,8641,6930,8642,14352,14906,6134
2013,617561220,5129,49875,53894,27865,18505,36985,26866,8976,72607,62633,45123,23614,35910,6412,6750,7968,12856,9618,22092,8335,10900,8976,16671,7694
2014,617561220,8140,44187,30101,26196,20592,47220,30035,14245,24935,15262,60912,22017,36113,10175,9764,10449,15199,15262,13365,11862,17297,14534,26455,12210
2015,617561220,6328,16613,54665,17774,17507,24116,25806,11075,19777,71976,67905,16187,28086,7911,9721,11504,11676,11866,12657,10284,13448,26615,20568,9493
2016,617561220,7603,59472,65439,22227,17419,22726,25234,13305,51694,14256,85847,26149,23876,9504,10323,9559,12319,20293,15206,12355,14052,13305,24232,12921
2017,617561220,5353,48236,29581,9830,10680,21849,12345,9368,44020,10038,16060,24909,27627,6692,6298,9648,9802,10038,7431,8699,8426,9368,23801,19657
2018,617561220,4668,12255,61555,15541,11745,24308,19612,21783,31252,8754,94466,20589,23487,5836,5788,7207,8587,8754,9926,9321,13629,8170,17187,8220
2013,617708210,12329,32365,30143,12964,23676,26479,38522,21576,54447,57050,67515,22863,67644,15412,28178,22822,58381,39991,24659,35877,35877,21576,40071,18494
2014,617708210,17688,46433,85173,11939,25321,23797,40848,30955,55277,65534,61387,26578,92655,22111,29541,30827,44075,33166,35377,28744,48152,30955,59223,26533
2015,617708210,16443,50957,51385,17516,22609,21705,34974,28775,66737,30831,49329,22050,49329,20554,27033,28069,39451,30831,32886,26720,29205,28775,49059,24664
2016,617708210,22132,46149,39457,21080,15044,26514,30111,30766,54940,81943,52742,24123,68784,21976,22753,27595,41032,32964,80691,28568,62529,55840,57137,26371
2017,617708210,20311,46909,23972,10258,17560,12064,32661,31273,55845,33507,84996,31665,53182,22338,28862,29073,44332,33507,35740,29039,35097,31273,74930,26805
2018,617708210,18585,42128,75945,13492,25106,20737,42563,28085,50152,29817,48146,31547,86621,20061,34353,28679,51292,74518,40283,26079,89103,28085,52158,24073
2013,617719110,4425,34071,48956,11274,20350,16536,21661,12192,15594,40244,30731,12067,25788,5532,7682,7652,12587,6813,9772,10893,11057,7744,42893,6638
2014,617719110,5642,11261,44292,10423,13959,14103,21667,11448,23333,31189,37804,17273,40160,7053,9997,8689,16654,12457,10819,9168,18766,9874,16802,8463
2015,617719110,6665,14307,68727,13013,22111,14822,26293,8455,29928,18815,50596,15698,45829,8332,12893,8950,17584,9580,16778,10831,14141,11664,14484,9998
2016,617719110,7479,25842,41487,14604,18893,20731,26804,14642,19772,16205,36872,15220,42356,10459,15129,11632,18149,15688,15218,11889,17273,14642,41823,12550
2017,617719110,6882,18659,42776,12638,22913,15200,23967,14168,37079,34442,40432,22837,35486,10120,13302,10769,17026,10420,17789,13156,19389,14168,17611,12964
2018,617719110,17944,37979,87115,23857,49098,28127,85700,29943,45725,62202,61506,28803,83520,18290,33105,24512,50784,27435,36058,24092,46796,25606,74546,29932
2013,617719120,6114,16050,66067,17035,23686,19806,28695,10700,19107,62780,73924,19945,56297,7643,11799,7798,12783,11464,12228,9935,20750,25254,44413,9171
2014,617719120,7270,25444,57158,12281,18410,14916,31852,12723,22720,34815,42258,20367,52486,9088,13718,9150,19285,13632,14540,17127,15449,12723,31340,10905
2015,617719120,7537,19786,74667,16830,27546,11306,35196,13190,44387,21537,55164,15774,47112,9422,14678,10040,18713,14133,17612,12248,16017,19300,24497,11306
2016,617719120,9840,25830,49169,20164,23955,21406,33615,15229,45481,18450,40323,15394,46592,12300,18409,12577,20696,18450,19680,17918,19334,17220,31980,14760
2017,617719120,9128,31670,51115,15208,27407,17036,30101,24671,28525,17115,59916,24057,40261,11410,19611,12316,24487,17115,23789,16329,19397,15973,50761,13692
2018,617719120,18357,48188,57367,30743,59629,32058,96493,32125,57367,68707,88982,30821,86234,22947,44710,25320,53443,34420,53316,29831,39009,24488,59662,27536
2013,617724510,4178,16591,33048,7669,9745,9495,13683,7312,36491,50575,91940,21810,50437,5223,7837,7164,13062,7834,18706,14368,11303,7312,39804,6267
2014,617724510,4018,20458,42386,4203,9440,5931,17050,23443,41736,82815,90912,15147,40890,5023,8172,5525,13738,7534,20283,6529,25268,12765,25348,6027
2015,617724510,3591,13985,54851,6323,8743,5386,12033,6284,74580,51418,86839,13026,28974,4489,7633,5615,9559,6733,7182,11041,19510,6284,11417,5386
2016,617724510,4110,21987,23332,6494,7600,7605,12008,7253,16951,54514,66358,17194,27796,5181,6605,6032,9604,7771,11648,6735,21545,17143,28695,6217
2017,617724510,3525,23871,37854,4470,6663,8840,9316,17250,40498,37243,66539,11733,33256,4385,5935,5471,8037,6577,7016,8403,16929,11069,14890,5262
2018,617724510,7300,22175,44394,7695,13045,8684,16529,16682,67130,22068,17599,19117,42271,7333,8333,9343,14595,10251,15004,18376,26901,10266,24755,7999
2013,617724610,7386,16941,59202,9266,15327,14352,29770,12926,60699,109414,22159,28043,81757,9233,16317,13864,33067,13849,23502,12002,38040,31837,71700,11079
2014,617724610,8460,26638,67010,11421,21315,17045,29580,30778,26440,92550,25382,25981,67397,10576,18311,11943,31933,15864,16921,13748,54401,17886,41413,12691
2015,617724610,7688,17148,82277,8212,16345,14244,23881,13455,51337,66040,90350,16755,82056,9611,16199,10527,25940,33136,17403,12494,38215,13455,84439,11533
2016,617724610,7435,24435,55624,9639,11900,12404,16804,13469,63859,78837,24556,22620,47037,9621,12241,11072,13957,14431,15393,10635,33048,13469,34868,9958
2017,617724610,7097,34616,44647,8557,11266,9348,13614,11656,53394,81678,72308,26120,46861,8326,10385,9478,14899,16379,13321,10823,18982,14120,38064,8841
2018,617724610,12865,42118,95280,12883,21390,13227,30178,31690,26855,16113,25780,26449,95226,10742,21022,12076,29512,12725,29083,13964,47332,15038,58149,12890
2013,617737210,4904,21990,62521,8216,15348,10161,21852,25287,98168,29664,93670,22179,54701,6131,12728,7727,19827,9196,21165,7753,25089,17082,34921,7357
2014,617737210,7258,26691,64483,8685,17276,14897,30120,23984,92773,89966,21775,14909,71924,9073,19302,11679,31479,15679,27435,16462,37952,12702,23589,10887
2015,617737210,8969,18859,80042,12046,21811,15236,35732,31501,28030,68047,26908,20791,87092,11212,22037,14471,36695,16818,27478,19455,26334,22847,31622,13454
2016,617737210,8968,29239,77273,15233,18293,16901,33395,18698,34107,70075,56985,20594,92036,13643,20273,14830,31170,22411,28308,17547,41926,25991,46476,13181
2017,617737210,8331,43657,47110,12546,17065,14804,26771,20842,70261,17197,99456,28909,79844,11465,18049,13220,26251,17197,34821,17729,53121,16050,23328,13863
2018,617737210,19206,53727,66829,27119,43607,39739,71228,35382,63182,77381,60655,49381,60655,25273,49888,29452,77535,34009,59738,45406,92136,61314,98375,14952
2013,617737220,7013,18410,77131,11912,17881,15532,38863,35856,21917,111550,21040,25076,93955,8767,15932,15932,35239,16636,30439,11397,14903,12273,22794,10520
2014,617737220,9392,40661,78525,10168,20408,17425,36507,16436,29350,71659,28176,20056,86278,11740,24025,12646,34925,17610,30547,20585,48091,36694,30524,14088
2015,617737220,10390,27274,32470,13551,25115,15585,42648,18183,32470,78077,31171,24282,97541,12988,25456,14862,42834,19482,20780,16884,31689,18183,33768,15585
2016,617737220,12488,32781,61208,17520,21965,21999,34580,46069,39025,23415,37464,24617,93881,15610,22263,16423,35106,23415,24976,20293,26537,21854,40586,18732
2017,617737220,9810,25752,89828,15274,20549,18556,28518,17168,30657,18394,29431,31209,101621,12263,21542,13905,28768,18394,39270,21557,62353,30715,35263,18112
2018,617737220,21577,82910,67430,34761,59849,44380,67444,37760,67430,40458,64732,33947,64732,26972,64338,32169,97403,40458,78153,55243,45852,37760,73241,32366
2013,617750710,9546,29334,39118,11064,18943,18838,87688,16706,29832,53622,67422,25137,89877,11933,18194,14662,33819,17899,19092,15512,41448,16706,70608,14319
2014,617750710,8368,18009,26150,11968,23800,14953,35667,21409,64113,35699,25104,10501,91938,10460,16946,11878,24067,15690,16736,13598,17782,14643,45680,12552
2015,617750710,7849,17132,91630,14478,17941,19584,43210,13736,24530,14718,23548,11849,79257,9812,18925,10631,21371,14718,32838,16674,30068,14469,25511,11774
2016,617750710,8343,28722,50917,17543,20965,18779,25838,18575,55393,19902,68518,17691,56485,13268,17582,14263,21648,19902,21228,17248,58877,18575,49146,20229
2017,617750710,9314,29565,38477,12726,15100,19745,36976,17372,31022,81079,66715,17412,42672,12409,15680,14587,26761,18613,26080,16131,21095,17372,24785,14890
2018,617750710,16677,35836,55239,20843,32850,22936,44931,23891,42662,25597,74813,36159,78620,17065,33642,18831,47737,43723,27304,22184,40410,17977,58721,17271
2013,617760610,8357,21938,76252,16525,36425,34960,17759,14625,26117,90445,25072,39691,61121,10447,13927,12663,17759,15670,44467,23949,17759,39887,27162,12536
2014,617760610,12277,32228,70974,32711,33689,45270,60789,21485,38367,23020,36832,21057,70713,15347,16719,17254,24015,15572,87151,19951,49656,21250,49670,18416
2015,617760610,13109,34412,91898,17817,73717,57510,88119,18014,40967,24580,39328,27847,80486,16387,24186,19905,51244,24580,26219,21303,60766,22941,97461,19664
2016,617760610,15590,41790,74755,23221,53035,30011,90624,27860,49750,98160,47760,38906,64959,19900,30762,22814,33193,77340,40536,25870,34624,59676,51740,23880
2017,617760610,18558,40210,63444,34945,47876,22977,59409,62137,47870,28722,85639,30292,83697,19148,30367,22384,58304,29152,30636,24892,67355,26807,49784,22977
2018,617760610,29213,84537,100640,95113,43290,48307,68435,56358,100640,60384,96614,52772,96614,40256,74449,51729,97966,60384,75866,97210,68435,56358,104665,48307
2013,617761210,2688,26664,54068,10341,9420,16445,19743,3572,21989,28938,36777,9786,20436,3361,4286,4274,6124,3786,5176,5627,7082,7301,14806,4033
2014,617761210,3496,26725,54628,9623,14444,15522,20351,9109,21506,41012,35329,8535,26376,4371,6026,5084,8761,5722,10401,7365,11248,4697,10059,5245
2015,617761210,3849,25454,77601,15109,15669,15846,25872,10760,26197,37037,61813,11324,24697,4812,7136,6536,9752,7495,9407,8667,11262,6736,13377,5774
2016,617761210,5111,29863,39068,20169,17561,22010,34342,8859,32279,43780,76043,14325,24831,7379,9508,7907,11876,11068,10760,10009,16695,10379,22977,8644
2017,617761210,5358,32023,51963,13765,16704,20174,22919,19020,34845,47119,90943,16935,34520,6567,7484,8357,11456,10222,18395,10944,25561,9396,30754,11826
2018,617761210,13566,29227,34795,65166,59224,83455,23660,26394,87151,93261,95168,32963,97363,13918,25595,18943,45197,28004,62380,28823,77607,15189,36186,6561
2013,617761220,2928,7686,25476,14516,20225,21703,26105,5124,9150,92496,98617,15178,28371,3660,5576,5031,8140,12483,5856,4758,11441,5124,23297,4392
2014,617761220,4636,45294,67968,14467,19994,27223,30522,8112,24011,53891,57109,12161,43615,5795,7726,7055,12715,8692,9272,13603,9851,8112,15067,6954
2015,617761220,4771,24757,81790,16352,18491,7156,25805,8349,43672,8946,80320,12001,29469,5964,7774,6679,10213,9498,13642,7753,12133,8349,15506,7156
2016,617761220,6704,17600,100706,21178,20554,22554,34611,11733,20952,47751,92395,15301,33891,8381,10064,9497,12801,12571,13409,10895,14247,11733,21790,10057
2017,617761220,5754,15105,55094,15966,17753,20307,24767,10070,17982,64409,98227,20785,41972,7193,9352,8616,12444,10789,11508,14465,26680,10070,32391,8631
2018,617761220,13544,35555,42327,63375,91168,20317,28782,37965,42327,76768,40634,20309,40634,16931,28745,19439,47703,25396,70468,39125,78654,23703,44020,20317
2013,617824510,8752,49287,63097,12011,14786,19523,24369,32408,68263,94872,26258,26392,74085,10941,15509,12729,24843,16411,32594,18922,29286,37937,57776,13129
2014,617824510,8785,33059,63979,12997,14912,16611,23879,28324,51512,16473,26356,30168,70285,10982,15461,13973,24745,16473,29768,30575,31844,15374,51016,13178
2015,617824510,9535,26058,64526,11693,13770,15555,25478,28211,80426,96970,28605,30347,70003,11919,14146,13450,21160,17878,15990,23626,38850,24970,51299,14302
2016,617824510,8222,24902,47869,11322,13119,13301,17701,29248,92437,95168,88666,22661,49949,11453,13771,12985,16821,23214,28760,19685,45700,16034,31860,14747
2017,617824510,8313,37636,48895,10322,11726,13151,17208,33024,105815,14779,23647,25247,50607,9853,11912,11681,14541,11928,13941,11178,21190,15084,27039,17755
2018,617824510,14987,44289,74996,19062,19798,25157,28020,47087,38587,25062,40099,35883,74616,16708,20355,19569,30736,21940,21564,22330,39826,44101,58444,19094
2013,617824520,10432,27386,76965,15163,18224,21062,27801,42970,106964,19561,31298,106964,98149,13041,18096,14019,33041,19561,20865,16953,22169,18257,33906,15649
2014,617824520,11157,45394,65994,13527,16440,18685,26094,19525,34867,20920,33472,37744,81826,13947,17585,15760,25891,33194,22315,18131,56875,29251,62315,16736
2015,617824520,10408,27323,63759,13002,15463,17891,25967,18215,86228,96970,31226,27602,71210,13011,16078,13621,22546,19516,20817,16914,22118,30619,84831,15613
2016,617824520,9692,37913,50122,12114,14335,13969,20127,16962,30290,18174,35762,26451,51775,12116,14497,13203,18386,18174,19385,15750,47364,16962,41985,14539
2017,617824520,8041,21109,44523,10446,12382,12062,17720,34836,25130,15078,24124,26123,53003,10052,12703,12269,15498,15078,16083,13067,22660,14072,26135,18094
2018,617824520,14119,37062,75261,19699,22759,25875,33090,24708,44122,26473,42357,37822,78560,17649,23425,19973,32801,26473,41370,24016,44949,51745,45887,21178
2013,617824610,13883,46943,82640,19058,20478,25565,35791,71494,43385,26031,41649,51089,86877,17354,21364,23974,45544,26031,27766,27544,29501,24295,92629,20824
2014,617824610,15019,39425,76251,16959,26758,23461,38068,26283,46935,93356,45057,54858,88476,18774,27825,21462,44266,28161,28982,55979,60002,40292,66531,22528
2015,617824610,11317,47279,96287,13532,22195,18107,33222,40521,35367,21220,33952,38558,92298,14147,23295,16191,32522,21220,44801,18391,42922,19805,36782,16976
2016,617824610,10032,41113,72416,15362,16891,16147,21158,39230,37942,22765,30288,31198,83122,15177,17460,16401,19881,37609,29686,21582,50118,27399,64025,16881
2017,617824610,9979,54757,70632,11931,15776,16680,21537,17396,31065,18639,29822,33085,72026,12426,16377,13803,22042,18639,23748,17313,42964,21440,55884,14911
2018,617824610,18029,41862,96835,23986,31351,26089,38325,67702,53092,31855,50968,48893,95451,21237,32213,25747,40190,31855,53270,27608,72794,29731,80133,27100
2013,617837210,9430,38729,92922,15211,22839,16340,45062,27430,29470,17682,28291,36115,107792,11788,23575,15557,52723,23011,51661,12183,35479,24410,62305,14145
2014,617837210,16335,54770,51047,19041,32801,23783,48931,48203,51047,30628,49005,43431,82033,20419,36914,27813,58927,32376,47190,24064,73895,37170,53089,24502
2015,617837210,15730,59770,49157,19077,32584,24957,53121,30872,49157,29494,72152,49745,87911,19663,36128,22435,65783,36178,37268,43105,77174,25278,91259,23595
2016,617837210,16967,40136,64410,27035,30024,28867,44746,78758,64410,38646,61833,42406,98861,25764,31676,29687,51973,32982,39755,46457,54792,33503,96113,26077
2017,617837210,16361,93092,81744,20471,34132,24279,48802,29346,52405,31443,50308,65415,105590,20962,35400,26019,54250,21681,56728,30737,85726,27666,96520,21699
2018,617837210,36561,145943,173742,54672,85460,90323,95520,97295,173742,104245,166792,77086,166792,69497,98272,83863,118144,85491,111195,95119,118144,97295,180692,47650
2013,617837220,10798,38904,33745,17001,25652,16197,54409,18897,33745,20247,32395,42562,48085,13498,26927,21719,75817,20247,58683,17547,22946,18897,35094,16197
2014,617837220,17872,46914,55850,23347,37579,26808,61846,31275,55850,33510,53616,48917,53616,22340,40291,27889,69647,33510,35744,29042,37978,31275,58084,26808
2015,617837220,17695,46449,55297,22238,42340,26486,75323,30966,55297,33178,53085,48532,53085,22119,45747,25741,80520,42883,35390,28754,78492,30966,89598,26542
2016,617837220,23270,52167,72720,28737,35695,34905,40226,40723,72720,43632,69811,43773,69811,29088,34991,29888,54861,43632,46540,37814,70153,40723,75628,34905
2017,617837220,17464,96026,54577,21589,44071,29437,55306,30563,54577,32746,52394,68869,52394,21831,41166,28649,56692,32746,34929,43483,37112,30563,56760,26197
2018,617837220,57499,150935,179685,76508,76425,86248,122185,100623,179685,107811,172497,114998,172497,71874,86248,79061,122185,107811,114998,93436,122185,100623,186872,86248
2013,617861210,3643,42123,88377,18090,16123,22851,28505,6375,34883,46100,65420,20860,29001,4554,6818,5496,8635,9338,15048,8468,12730,6375,23041,5464
2014,617861210,5972,53117,67849,8211,26717,27452,32877,10349,49461,57238,64716,22662,36423,7465,9836,10422,12718,11197,15456,11420,20431,15950,31182,8958
2015,617861210,6970,46813,48632,21746,26513,23526,33835,19151,51056,45932,92781,18274,43011,8713,10595,9922,15411,13069,14021,13908,16461,16910,38663,10455
2016,617861210,8421,46927,90125,29378,29076,34248,49074,36897,64573,67049,77440,25804,49680,11988,14254,12992,17206,17982,20426,19617,25116,16265,37574,13803
2017,617861210,8383,53011,78053,22195,27228,12615,37747,33760,78962,15769,25231,26648,67599,10513,13106,11634,19472,11524,28695,18370,32939,16103,25676,15240
2018,617861210,21223,54387,64747,28488,83273,31078,44028,45500,64747,28178,62157,41709,91396,25899,39633,28709,69741,28910,69441,40921,75948,36258,67337,27935
